html文件,股东全称,股东简称,变动截止日期,变动价格,变动数量,变动后持股数,变动后持股比例
19292270.html,深圳市创新投资集团有限公司,深创投,2017/8/18,47.77,15000,,
19292270.html,深圳市创新投资集团有限公司,深创投,2017/8/21,46.86,8700,,
19292270.html,深圳市创新投资集团有限公司,深创投,2017/8/25,45.06,10000,,
19292270.html,深圳市创新投资集团有限公司,深创投,2017/8/28,46.79,20000,,
19292270.html,深圳市创新投资集团有限公司,深创投,2017/8/29,47.88,20000,,
19292270.html,深圳市创新投资集团有限公司,深创投,2017/9/4,50.78,30000,,
19292270.html,深圳市创新投资集团有限公司,深创投,2017/9/5,54.50,10000,,
19292270.html,深圳市创新投资集团有限公司,深创投,2017/10/10,51.77,30000,,
19292270.html,深圳市创新投资集团有限公司,深创投,2017/10/24,48.90,22700,,
19292270.html,深圳市创新投资集团有限公司,深创投,2017/10/31,45.71,10000,,
19292270.html,深圳市创新投资集团有限公司,深创投,2017/11/3,46.58,10000,,
19292270.html,深圳市创新投资集团有限公司,深创投,2017/11/6,47.50,30000,,
19292270.html,深圳市创新投资集团有限公司,深创投,2017/11/7,47.31,5000,,
19292270.html,深圳市创新投资集团有限公司,深创投,2017/11/8,47.88,10000,,
19292270.html,深圳市创新投资集团有限公司,深创投,2017/11/9,48.26,30000,,
19292270.html,深圳市创新投资集团有限公司,深创投,2017/11/29,42.96,5000,,
19292270.html,深圳市创新投资集团有限公司,深创投,2017/11/30,42.76,5000,,
19292270.html,深圳市创新投资集团有限公司,深创投,2017/12/1,42.87,5000,,
19292270.html,深圳市创新投资集团有限公司,深创投,2017/12/5,40.81,9500,,
19292270.html,深圳市创新投资集团有限公司,深创投,534,700,0.7829%,,0,
19292270.html,上海红土创业投资有限公司,上海红土,2017/6/20,60.00,3400,,
19292270.html,上海红土创业投资有限公司,上海红土,2017/6/22,59.41,5000,,
19292270.html,上海红土创业投资有限公司,上海红土,2017/6/29,54.64,20000,,
19292270.html,上海红土创业投资有限公司,上海红土,2017/7/7,55.87,14000,,
19292270.html,上海红土创业投资有限公司,上海红土,2017/7/10,60.41,80000,,
19292270.html,上海红土创业投资有限公司,上海红土,2017/7/13,57.72,45000,,
19292270.html,上海红土创业投资有限公司,上海红土,2017/7/31,43.36,3700,,
19292270.html,上海红土创业投资有限公司,上海红土,2017/8/3,42.96,20000,0,
19292276.html,海思科医药集团股份有限公司,公司,2018-02-09,,70000,42442286,0.0393
19293230.html,河南瑞贝卡控股有限责任公司,控股公司,2018-02-09,,1706000,367763217,0.3249
19293800.html,安怀略,,2018-02-09,7.69,3395400,,
19297014.html,科莱思有限公司,科莱思,2017-12-13,14.42,25000,203098275,0.6484
19298646.html,新余市伊源投资管理有限公司,伊源公司,2018-02-08,13.85,1940000,,
19298646.html,新余市伊源投资管理有限公司,伊源公司,2018-02-09,13.97,2380000,,
19299172.html,厦门傲农投资有限公司,傲农投资,2018-02-12,14.758,2016700,172796475,0.4114
19300136.html,汇发国际（香港）有限公司,汇发国际,2017-12-26,93.69,22712917,72253083,0.1591
19300137.html,霍尔果斯汇信股权投资管理合伙企业（有限合伙）,,2017-11-22,93.69,2596925,,
19300137.html,霍尔果斯汇信股权投资管理合伙企业（有限合伙）,,2017-12-26,93.69,7487083,35517992,0.0782
1930413.html,智度投资股份有限公司,公司,2016-03-10,22.83,150000,66180000,0.2104
19304688.html,成都市银河工业（集团）有限公司,银河集团,2017-09-13,24.35,1980400,,
19304688.html,成都市银河工业（集团）有限公司,银河集团,2017-12-04,16.75,58053,,
19305128.html,国创高科实业集团有限公司,国创集团,2018-02-13,6.78,2050000,333339392,0.3637
19308044.html,北京迈迪卡科技有限公司,迈迪卡,2018-02-13,8.00,4300000,128320000,0.3028
19309221.html,孚日控股集团股份有限公司,孚日控股,2018-02-14,,9081594,251191796,0.2766
19309425.html,星星集团有限公司,星星集团,2018-02-14,6.37,1545445,,
19309808.html,金通贸易,,2018-02-12,22.24,1351257,,
19309808.html,金通贸易,,2018-02-08,18.86,4425400,,
19312083.html,南京大学资产经营有限公司,南大资产公司,2017-11-10,29.57,579400,,
19312083.html,南京大学资产经营有限公司,南大资产公司,2017-11-13,29.69,179800,,
19312083.html,南京大学资产经营有限公司,南大资产公司,2017-11-14,32.28,418200,,
19314269.html,周林,,2018-02-23,,529982,529982,0.0022
19314269.html,邵汉韬,,2018-02-14,,531616,,
19315489.html,深圳市汇银海富五号投资合伙企业（有限合伙）,汇银五号,2017-11-28,12.69,100000,,
19315489.html,深圳市汇银海富五号投资合伙企业（有限合伙）,汇银五号,2017-11-29,13.21,70000,23726640,0.0429
1931882.html,华谊兄弟传媒股份有限公司,华谊兄弟,2015-03-16,25.78,8300000,,
1931882.html,华谊兄弟传媒股份有限公司,华谊兄弟,2016-03-09,11.01,10000000,,
1931882.html,华谊兄弟传媒股份有限公司,华谊兄弟,2016-03-11,10.39,10000000,149470576,0.0539
19319874.html,南通华达微电子集团有限公司,华达集团,2018-02-27,9.27,23074091,,
19321213.html,奇益7号,,2018-02-26,9.153,454600,,
19321213.html,奇益8号,,2018-02-26,9.143,1836700,,
19326015.html,鸿轩3号,,2018-02-28,10.2619,3785560,,
1932720.html,启东市华虹电子有限公司,华虹电子,2016-03-14,,260000,,
19330659.html,缪双大,,2018-03-01,,5000000,12372722,0.0076
1933185.html,西南商业大厦股份有限公司,西南商厦,2016-03-14,8.00,41260000,,
19334042.html,丹邦投资集团,,2018-03-02,,10958000,,
19334560.html,深圳市奥拓电子股份有限公司,公司,2018-02-08,,10000000,,
19334560.html,深圳市奥拓电子股份有限公司,公司,2018-03-01,,10000000,171156663,0.2799
19336883.html,新潮集团,,2018-03-02,18.12-24.03,9839800,180432422,0.1327
19338233.html,上海磐石欣胜投资合伙企业（有限合伙）,欣胜投资,2017-12-19,13.36,2511450,18750000,0.0625
1933841.html,深圳嘉谟资本管理有限公司－嘉谟逆向证券投资基金,,2016-03-03,25.97,687902,,
1933841.html,深圳嘉谟资本管理有限公司－嘉谟逆向证券投资基金,,2016-03-04,26.36,859900,,
19342450.html,宁波中泽嘉盟股权投资合伙企业（有限合伙）,中泽嘉盟,2018-03-01,31.93,166000,,
19342450.html,宁波中泽嘉盟股权投资合伙企业（有限合伙）,中泽嘉盟,2018-03-02,34.04,506000,,
19342450.html,宁波中泽嘉盟股权投资合伙企业（有限合伙）,中泽嘉盟,2018-03-05,34.27,353000,,
19342696.html,2017年9月11日,,250,000,0.074%,,,
19342895.html,华软创投,,2018-03-06,75.3,374300,,
19346714.html,华能投资管理有限公司,华能投资,2017-066,,7010000,,
19346714.html,华能投资管理有限公司,华能投资,2017-12-21,,7010000,,
19346714.html,华能投资管理有限公司,华能投资,2017-12-25,,6301700,,
19346714.html,华能投资管理有限公司,华能投资,2018-03-06,,6378900,,
19351114.html,长沙涌金（集团）有限公司,,2018-03-08,19.58元/股,8693520,,
19351114.html,长沙涌金（集团）有限公司,,8,693,520,1.00%,,14335994,0.0165
19351214.html,西藏比邻医疗科技产业中心（有限合伙）,西藏比邻,2018-02-12,112.90,80600,,
19351214.html,西藏比邻医疗科技产业中心（有限合伙）,西藏比邻,2018-02-13,112.39,7000,,
19351214.html,西藏比邻医疗科技产业中心（有限合伙）,西藏比邻,2018-02-14,112.00,100,,
19351214.html,西藏比邻医疗科技产业中心（有限合伙）,西藏比邻,2018-02-22,113.94,44100,,
19351214.html,西藏比邻医疗科技产业中心（有限合伙）,西藏比邻,2018-02-23,111.48,10100,,
19351214.html,西藏比邻医疗科技产业中心（有限合伙）,西藏比邻,2018-02-26,115.10,127000,,
19351214.html,西藏比邻医疗科技产业中心（有限合伙）,西藏比邻,2018-02-27,120.71,135300,,
19351214.html,西藏比邻医疗科技产业中心（有限合伙）,西藏比邻,2018-02-28,119.18,64900,,
19351214.html,西藏比邻医疗科技产业中心（有限合伙）,西藏比邻,2018-03-01,119.20,58200,,
19351214.html,西藏比邻医疗科技产业中心（有限合伙）,西藏比邻,2018-03-02,120.91,47547,,
19351214.html,西藏比邻医疗科技产业中心（有限合伙）,西藏比邻,2018-03-05,122.54,87300,,
19351214.html,西藏比邻医疗科技产业中心（有限合伙）,西藏比邻,2018-03-06,125.39,67600,,
19351214.html,西藏比邻医疗科技产业中心（有限合伙）,西藏比邻,2018-03-07,124.64,64399,,
19351214.html,西藏比邻医疗科技产业中心（有限合伙）,西藏比邻,2018-03-08,128.73,23900,7281954,0.089
19351681.html,广东省广新控股集团有限公司,广新集团,2018-03-01,16.26-18.60,16121958,,
19355459.html,浙江祥云科技股份有限公司,祥云科技,2018-01-16,,1020000,442271,0.0023
19355982.html,上海雅弘,,2018-02-27,21.12,334200,,
19355982.html,上海雅弘,,2018-02-28,20.65,170000,,
19355982.html,上海雅弘,,2018-03-01,22.02,629000,,
19355982.html,上海雅弘,,2018-03-02,22.50,235000,,
19355982.html,上海雅弘,,2018-03-05,22.70,446000,,
19355982.html,上海雅弘,,2018-03-06,23.18,75400,,
19355982.html,上海雅弘,,2018-03-08,22.85,134400,,
19409862.html,山东省高新技术创业投资有限公司,高新投,2017-09-15,11.77,3069005,60787219,0.1014
19423560.html,陈红良,,2018-03-12,117.49-129.66,367075,2569525,0.0043
19423560.html,张炳海,,2018-03-12,117.49-129.66,198450,,
19423560.html,陈学,,2018-03-12,117.49-129.66,21591,,
19423560.html,袁忠,,2018-03-12,117.49-129.66-,3516,,
19423560.html,沈建荣,,2018-03-12,117.49-129.66,3516,,
19675267.html,路邦投资,,2018-03-07,14.20-14.46,120000,,
19675267.html,路邦投资,,2018-03-08,14.15-14.40,502000,,
19675267.html,路邦投资,,2018-03-09,14.44-14.69,358000,,
19675267.html,路邦投资,,2018-03-09,12.83,500000,,
19675267.html,路邦投资,,201年3月12日,14.66-15.07,900000,,
19675267.html,路邦投资,,201年3月13日,14.84-15.00,120000,27980000,0.1399
19710690.html,太仓德源投资管理中心（有限合伙）,太仓德源,2017-12-13,7.52,5200000,,
19710690.html,太仓德源投资管理中心（有限合伙）,太仓德源,2017-12-28,7.93,1000000,,
1972051.html,中南城市建设投资股份有限公司,中南城投,2016/3/15,14.800,1458382,805166630,0.6894
1972934.html,宁波雅戈尔控股有限公司,雅戈尔控股,2016-03-15,,3800000,777004217,0.349
19745200.html,深圳市珠峰基石股权投资合伙企业（有限合伙）,珠峰基石,2017-11-29,23.13,12000,,
19745200.html,深圳市珠峰基石股权投资合伙企业（有限合伙）,珠峰基石,2017-11-30,23.19,39000,,
19745200.html,深圳市珠峰基石股权投资合伙企业（有限合伙）,珠峰基石,2017-12-04,22.75,45000,7504150,0.0653
19974713.html,华晨成长,,2017-09-15,20.88,8000,3746600,0.0143
19975366.html,中国证监会,,2018-03-14,,120000000,,
20163157.html,深圳市东方富海创业投资企业（有限合伙）,东方富海,2018-01-24,25.65,1267300,,
20163157.html,深圳市东方富海创业投资企业（有限合伙）,东方富海,2018-02-02,22.58,7700,,
20164529.html,厦门市鑫鼎盛控股有限公司,鑫鼎盛控股,2017-09-26,35.05,279291,,
20164529.html,厦门市鑫鼎盛控股有限公司,鑫鼎盛控股,2017-09-27,35.35,54500,,
20164529.html,厦门市鑫鼎盛控股有限公司,鑫鼎盛控股,2017-09-28,35.05,30000,,
20164529.html,厦门市鑫鼎盛控股有限公司,鑫鼎盛控股,2017-09-29,34.93,9000,,
20164822.html,览海医疗产业投资股份有限公司,览海投资,2018-03-19,9.06,25630878,,
20164822.html,览海医疗产业投资股份有限公司,览海投资,2018-03-19,8.67,24000000,107358500,0.0342
20169189.html,浙江永太科技股份有限公司,永太科技,2017-11-28,,10966700,,
20173638.html,建银资源久鑫（天津）股权投资有限公司,,2018/3/12,15.12-17.56,1545200,28754800,0.1424
20174582.html,陈红良,,2018-03-21,117.49-129.66,734150,2202450,0.0037
20174582.html,张炳海,,2018-03-21,117.49-129.66,396900,,
20174582.html,陈学,,2018-03-21,117.49-129.66,43181,,
20174582.html,袁忠,,2018-03-21,117.49-129.66-,7031,,
20174582.html,沈建荣,,2018-03-21,117.49-129.66,7031,,
20174619.html,上海亚邦创业投资合伙企业（有限合伙）,亚邦创投,2017-12-21,,36900,,
20174619.html,上海亚邦创业投资合伙企业（有限合伙）,亚邦创投,2017-12-22,,15300,,
20174619.html,上海亚邦创业投资合伙企业（有限合伙）,亚邦创投,2017-12-25,,10200,7567200,0.0946
20178395.html,阿拉山口市鑫海股权投资有,,2018-03-01,29.80,57400,,
20178395.html,阿拉山口市鑫海股权投资有,,2018-03-02,30.75,10000,,
20178395.html,阿拉山口市鑫海股权投资有,,2018-03-05,30.05,62200,,
20184472.html,安徽江淮汽车集团控股有限公司,江汽控股,2018-03-21,7.6,750000,,
20184472.html,安徽江淮汽车集团控股有限公司,江汽控股,2018-03-23,7.6,789900,447414788,0.2363
20186224.html,的股东中核资源集团有限公司,中核资源,2018-02-06,4.6,4347300,,
20186224.html,的股东中核资源集团有限公司,中核资源,2018-02-07,4.521,660100,,
20186224.html,的股东中核资源集团有限公司,中核资源,2018-02-08,4.443,720000,,
20186224.html,的股东中核资源集团有限公司,中核资源,2018-02-09,4.226,1587600,,
20186224.html,的股东中核资源集团有限公司,中核资源,2018-03-23,4.264,2359600,,
20194526.html,上海远涪企业管理有限公司,上海远涪,2017-12-22,18.80元/股,3300000,,
20203539.html,恒丰股东,,2018-03-27,,12,,
20212352.html,上海柏智投资管理中心（有限合伙）,上海柏智,2018/2/26,16.80,20000,,
20212352.html,上海柏智投资管理中心（有限合伙）,上海柏智,2018/2/27,17.00,80000,,
20212352.html,上海柏智投资管理中心（有限合伙）,上海柏智,2018/2/28,17.13,40000,,
20212352.html,上海柏智投资管理中心（有限合伙）,上海柏智,2018/3/1,17.18,20000,,
20212352.html,上海柏智投资管理中心（有限合伙）,上海柏智,2018/3/5,17.47,120000,,
20212352.html,上海柏智投资管理中心（有限合伙）,上海柏智,2018/3/6,17.48,60000,,
20212352.html,上海柏智投资管理中心（有限合伙）,上海柏智,2018/3/7,17.24,19800,,
20212352.html,上海柏智投资管理中心（有限合伙）,上海柏智,2018/3/8,18.83,56900,,
20212352.html,上海柏智投资管理中心（有限合伙）,上海柏智,2018/3/14,18.07,83300,,
20212352.html,上海柏智投资管理中心（有限合伙）,上海柏智,2018/3/15,17.39,20000,,
20212352.html,上海柏智投资管理中心（有限合伙）,上海柏智,2018/3/19,17.36,110900,,
20212352.html,上海柏智投资管理中心（有限合伙）,上海柏智,2018/3/20,17.38,9100,,
20212352.html,上海柏智投资管理中心（有限合伙）,上海柏智,2018/3/21,17.56,60000,,
20212352.html,上海柏智投资管理中心（有限合伙）,上海柏智,2018/3/22,18.01,130000,,
20212352.html,上海柏智投资管理中心（有限合伙）,上海柏智,2018/3/27,17.97,130000,,
20212352.html,上海柏智投资管理中心（有限合伙）,上海柏智,2018/3/28,18.37,20000,,
20236011.html,苏州文景九鼎投资中心（有限合伙,,2018/3/30,50.64,1243000,,
20236011.html,苏州文景九鼎投资中心（有限合伙,,2018/3/30,51.48,1040000,,
20242985.html,西安航空制动科技有限公司,航空工业制动,2018-03-28,17.50,11600,33101256,0.012
20242985.html,中航飞机起落架有限责任公司,航空工业起落架,2018-03-27,17.29,1794478,,
20242985.html,中航飞机起落架有限责任公司,航空工业起落架,2018-03-28,17.54,895200,,
20242985.html,中航飞机起落架有限责任公司,航空工业起落架,2018-03-30,17.21,1336600,,
20257927.html,上海联创永沂股权投资中心（有限合伙）,联创投资,2018-04-03,20.82元,1000000,10537500,0.1054
20265487.html,安德里茨（中国）有限公司,,2017-10-09,15.85,1132000,,
20265487.html,安德里茨（中国）有限公司,,2017-10-16,16.28,661541,,
20265487.html,安德里茨（中国）有限公司,,2017-10-31,15.50,300000,19460531,0.0445
20266689.html,王维平,,2017-11-01,28.98,313950,,
20266689.html,王维平,,2018-03-19,33.255,197500,,
20266689.html,王维平,,2018-03-22,37.421,42500,,
2027495.html,华谊兄弟传媒股份有限公司,华谊兄弟,2016-03-17,10.96,10778032,,
2028941.html,中兵投资管理有限责任公司,中兵投资,2016-03-11,,8978151,,
2028941.html,中兵投资管理有限责任公司,中兵投资,2016-03-16,,6055015,,
